idPlayer,namePlayer,urlPlayerHeadshot
1630173,Precious Achiuwa,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630173.png
1629121,Jaylen Adams,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629121.png
203500,Steven Adams,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203500.png
1628389,Bam Adebayo,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628389.png
1630534,Ochai Agbaji,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630534.png
1630583,Santi Aldama,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630583.png
200746,LaMarcus Aldridge,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200746.png
1629734,Kyle Alexander,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629734.png
1630234,Ty-Shon Alexander,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630234.png
1629638,Nickeil Alexander-Walker,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629638.png
1628960,Grayson Allen,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628960.png
1628386,Jarrett Allen,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628386.png
1628443,Kadeem Allen,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628443.png
1630631,Jose Alvarado,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630631.png
202329,Al-Farouq Aminu,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202329.png
1626147,Justin Anderson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626147.png
203937,Kyle Anderson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203937.png
201583,Ryan Anderson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201583.png
203507,Giannis Antetokounmpo,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203507.png
1628961,Kostas Antetokounmpo,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628961.png
203648,Thanasis Antetokounmpo,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203648.png
2546,Carmelo Anthony,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2546.png
1630175,Cole Anthony,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png
1628384,O.G. Anunoby,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628384.png
1627853,Ryan Arcidiacono,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627853.png
2772,Trevor Ariza,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2772.png
201571,D.J. Augustin,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201571.png
1630166,Deni Avdija,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630166.png
1630555,Joel Ayayi,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630555.png
1629028,Deandre Ayton,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629028.png
1628962,Udoka Azubuike,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628962.png
1628407,Dwayne Bacon,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628407.png
1630641,Ibou Badji,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630641.png
1628963,Marvin Bagley III,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628963.png
1631116,Patrick Baldwin Jr.,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631116.png
1630163,LaMelo Ball,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630163.png
1628366,Lonzo Ball,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628366.png
1628964,Mo Bamba,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628964.png
1631094,Paolo Banchero,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631094.png
1630217,Desmond Bane,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630217.png
1630625,Dalano Banton,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630625.png
1627760,Cat Barber,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627760.png
200826,J.J. Barea,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200826.png
1631230,Dominick Barlow,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631230.png
203084,Harrison Barnes,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203084.png
1630567,Scottie Barnes,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630567.png
1629628,RJ Barrett,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629628.png
203115,Will Barton,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203115.png
1628238,Paris Bass,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628238.png
1629646,Charles Bassey,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629646.png
1628966,Keita Bates-Diop,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628966.png
201587,Nicolas Batum,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201587.png
203382,Aron Baynes,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203382.png
203145,Kent Bazemore,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203145.png
1629647,Darius Bazley,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629647.png
203078,Bradley Beal,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203078.png
1627736,Malik Beasley,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627736.png
1630699,MarJon Beauchamp,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630699.png
201158,Marco Belinelli,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201158.png
1628395,Jordan Bell,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628395.png
1627761,DeAndre' Bembry,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627761.png
1627733,Dragan Bender,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627733.png
202722,Davis Bertans,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202722.png
201976,Patrick Beverley,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201976.png
1630180,Saddiq Bey,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630180.png
1630189,Tyler Bey,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630189.png
203920,Khem Birch,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203920.png
1629048,Goga Bitadze,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629048.png
202687,Bismack Biyombo,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202687.png
202357,Nemanja Bjelica,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202357.png
202339,Eric Bledsoe,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202339.png
1629833,Keljin Blevins,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629833.png
1631205,Buddy Boeheim,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631205.png
203992,Bogdan Bogdanovic,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203992.png
202711,Bojan Bogdanovic,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202711.png
1629626,Bol Bol,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629626.png
1628413,Jonah Bolden,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628413.png
1629716,Marques Bolden,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629716.png
1630195,Leandro Bolmaro,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630195.png
1629648,Jordan Bone,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629648.png
1629067,Isaac Bonga,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629067.png
1626164,Devin Booker,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626164.png
1630527,Brandon Boston Jr.,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630527.png
1628449,Chris Boucher,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628449.png
1630547,James Bouknight,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630547.png
1631123,Jamaree Bouyea,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631123.png
1628968,Brian Bowen II,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628968.png
1629065,Ky Bowman,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629065.png
202340,Avery Bradley,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202340.png
1628396,Tony Bradley,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628396.png
1631103,Malaki Branham,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631103.png
1629714,Jarrell Brantley,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629714.png
1631128,Christian Braun,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631128.png
1629649,Ignas Brazdeikis,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629649.png
201147,Corey Brewer,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201147.png
1628969,Mikal Bridges,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628969.png
1628970,Miles Bridges,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628970.png
1628578,Amida Brimah,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628578.png
1629052,Oshae Brissett,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png
1629151,Ryan Broekhoff,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629151.png
1627763,Malcolm Brogdon,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627763.png
1629717,Armoni Brooks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629717.png
1628415,Dillon Brooks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628415.png
1628971,Bruce Brown,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628971.png
1627759,Jaylen Brown,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png
1631112,Kendall Brown,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631112.png
1629650,Moses Brown,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629650.png
1628425,Sterling Brown,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628425.png
1630535,Greg Brown III,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630535.png
1629718,Charlie Brown Jr.,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629718.png
1630602,Chaundee Brown Jr.,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630602.png
